,district,size,floor,registration,heating,rooms,parking,balcony,state,price
6219,Mirijevo I,64.0,0.0,True,Ostalo,3.0,False,True,Novogradnja,52000
6220,Lion,162.0,3.0,False,Ostalo,6.0,False,True,Standardna gradnja,275000
6221,Savski venac,63.0,2.0,False,Ostalo,3.0,False,True,Standardna gradnja,125000
6222,Stari Grad,65.0,7.0,True,Centralno,3.0,False,False,Standardna gradnja,175000
6223,Voždovac,62.0,3.0,True,Ostalo,3.0,True,True,Novogradnja,161500
6224,Trošarina,64.0,0.0,False,Ostalo,3.0,True,True,U izgradnji,119000
6267,Kalenić pijaca,58.0,0.0,True,Ostalo,2.0,False,True,Standardna gradnja,155000
6268,Medaković I,104.0,9.0,True,Centralno,4.0,False,True,Standardna gradnja,87000
6269,Savski venac,60.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,120000
6270,Voždovac,60.0,3.0,True,Centralno,3.0,True,True,Novogradnja,109000
6271,Centar (uži),60.0,2.0,True,Ostalo,3.0,False,True,Standardna gradnja,129000
6272,Savski venac,60.0,4.0,True,Ostalo,2.0,False,True,Standardna gradnja,107000
6273,Beograd na vodi,60.0,25.0,False,Centralno,2.0,True,False,Standardna gradnja,473888
6274,Beograd na vodi,58.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,163888
6275,Beograd na vodi,61.0,10.0,False,Centralno,2.0,True,True,Standardna gradnja,186888
6276,Beograd na vodi,61.0,11.0,False,Centralno,2.0,True,True,Standardna gradnja,187888
6277,Voždovac,60.0,0.0,True,Ostalo,2.0,True,False,Standardna gradnja,87000
6278,Beograđanka ( centar ),40.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,80000
6279,Beograd na vodi,61.0,12.0,False,Centralno,2.0,True,True,Standardna gradnja,188888
6280,Crveni krst,83.0,4.0,False,Centralno,4.0,False,True,Standardna gradnja,90000
6281,Beograd na vodi,61.0,14.0,False,Centralno,2.0,True,True,Standardna gradnja,190888
6282,Novi Beograd Blok 70 (Kineski TC),60.0,12.0,True,Centralno,2.0,False,True,Standardna gradnja,110000
6283,Botanička bašta,148.0,5.0,True,Centralno,5.0,False,True,Standardna gradnja,270000
6284,Voždovac,60.0,3.0,True,Centralno,3.0,True,True,Novogradnja,109000
6285,Zemun (Gornji grad),61.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,88000
6286,Novi Beograd Blok 11 (Hotel Jugoslavija),61.0,0.0,True,Centralno,3.0,False,False,Novogradnja,155000
6327,Lisičji jarak,148.0,2.0,True,Centralno,4.0,True,True,Novogradnja,418000
6328,Beograd na vodi,56.0,3.0,False,Centralno,2.0,True,True,Standardna gradnja,175888
6329,Beograd na vodi,58.0,4.0,False,Centralno,2.0,True,True,Standardna gradnja,178888
6330,Stari Grad,59.0,4.0,True,Centralno,2.0,False,False,Standardna gradnja,105000
6331,Voždovac,62.0,7.0,True,Centralno,3.0,False,True,Novogradnja,111600
6332,Stari Grad,57.0,1.0,True,Ostalo,3.0,False,False,Standardna gradnja,150000
6333,MAKEDONSKA-STARI GRAD,105.0,6.0,True,Centralno,4.0,False,True,Standardna gradnja,179000
6334,Poštanska štedionica,32.0,6.0,False,Centralno,2.0,False,False,Novogradnja,100000
6335,Mirijevo I,59.0,3.0,True,Centralno,2.0,False,True,Standardna gradnja,75000
6336,Labudovo brdo,55.0,13.0,False,Centralno,2.0,False,True,Standardna gradnja,48000
6337,Beograđanka ( centar ),96.0,5.0,True,Centralno,4.0,False,True,Standardna gradnja,185000
6338,Gornji Dorćol,57.0,6.0,True,Centralno,2.0,False,True,Standardna gradnja,129000
6339,Novi Beograd Blok 70 (Kineski TC),58.0,2.0,True,Centralno,2.0,False,True,Standardna gradnja,115000
6340,Zemun (Meandri),84.0,3.0,True,Centralno,3.0,False,True,Standardna gradnja,126000
6341,Beograd na vodi,58.0,1.0,False,Centralno,2.0,True,True,Standardna gradnja,169888
6342,Vračar (Centar),167.0,1.0,False,Centralno,5.0,True,True,Novogradnja,450000
6343,Voždovac,59.0,2.0,False,Ostalo,3.0,False,False,Novogradnja,105000
6344,Kaluđerica,60.0,1.0,True,Ostalo,2.0,False,True,Standardna gradnja,45000
6345,Lekino brdo,60.0,2.0,True,Ostalo,2.0,False,True,Standardna gradnja,97000
6346,Mirijevo I,60.0,2.0,True,Ostalo,3.0,False,True,Novogradnja,81000
6388,Beograd na vodi,56.0,4.0,False,Centralno,2.0,True,True,Standardna gradnja,163888
6389,Lekino brdo,56.0,3.0,True,Ostalo,2.0,False,True,Novogradnja,125000
6390,Andrićev venac,80.0,2.0,True,Centralno,3.0,False,False,Standardna gradnja,184000
6391,Savski venac,93.0,1.0,True,Ostalo,4.0,False,True,Standardna gradnja,250000
6392,Beograd na vodi,57.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,169888
6393,Voždovac,55.0,7.0,True,Centralno,2.0,False,False,Novogradnja,93500
6394,Beograd na vodi,56.0,1.0,False,Centralno,2.0,True,True,Standardna gradnja,168888
6395,Lisičji jarak,107.0,1.0,True,Centralno,4.0,True,True,Novogradnja,270000
6396,Slavija,110.0,0.0,True,Centralno,4.0,False,True,Standardna gradnja,350000
6397,Novi Beograd Blok 11c (Stari Merkator),56.0,4.0,True,Centralno,3.0,False,True,Standardna gradnja,120000
6398,Beograd na vodi,56.0,5.0,False,Centralno,2.0,True,True,Standardna gradnja,165888
6399,Cerak vinogradi,57.0,6.0,True,Centralno,2.0,False,True,Standardna gradnja,78000
6400,Crveni krst,57.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,125000
6401,Karaburma,50.0,0.0,False,Ostalo,2.0,False,False,Standardna gradnja,44000
6402,Beograđanka ( centar ),54.0,0.0,False,Ostalo,3.0,False,False,Standardna gradnja,57000
6403,Beograd na vodi,58.0,1.0,False,Centralno,2.0,True,True,Standardna gradnja,170888
6404,Banovo brdo,100.0,3.0,True,Ostalo,3.0,False,False,Novogradnja,250000
6405,Beograd na vodi,58.0,3.0,False,Centralno,2.0,True,True,Standardna gradnja,177888
6406,Novi Beograd Blok 11c (Stari Merkator),80.0,0.0,True,Centralno,3.0,False,False,Standardna gradnja,110000
6407,Vračar (Centar),56.0,0.0,False,Centralno,2.0,False,False,Novogradnja,154000
6449,Vračar (Centar),210.0,4.0,True,Centralno,4.0,False,True,Novogradnja,338900
6450,Beograd na vodi,55.0,20.0,False,Centralno,2.0,True,True,Standardna gradnja,185888
6451,Beograd na vodi,55.0,20.0,False,Centralno,2.0,True,True,Standardna gradnja,178888
6452,Beograd na vodi,55.0,22.0,False,Centralno,2.0,True,True,Standardna gradnja,193888
6453,Lisičji jarak,380.0,3.0,True,Centralno,9.0,True,True,Novogradnja,700000
6454,Mirijevo I,234.0,3.0,True,Ostalo,6.0,False,True,Standardna gradnja,305000
6455,Novi Beograd Blok 62,55.0,0.0,True,Centralno,3.0,False,True,Standardna gradnja,93000
6456,Mirijevo I,56.0,0.0,False,Ostalo,2.0,False,True,Novogradnja,49000
6457,Beograđanka ( centar ),137.0,5.0,True,Centralno,5.0,False,True,Standardna gradnja,254000
6458,Slavija,55.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,95000
6459,Beograd na vodi,55.0,23.0,False,Centralno,2.0,True,True,Standardna gradnja,185888
6460,Voždovac,56.0,6.0,False,Ostalo,2.0,False,False,Novogradnja,105000
6461,Beograd na vodi,55.0,22.0,False,Centralno,2.0,True,True,Standardna gradnja,193888
6462,Beograd na vodi,55.0,20.0,False,Centralno,2.0,True,True,Standardna gradnja,184888
6463,Kumodraž I,92.0,3.0,False,Centralno,4.0,False,True,Standardna gradnja,148000
6464,Beograd na vodi,55.0,3.0,False,Centralno,2.0,True,True,Standardna gradnja,163888
6465,Vračar (Centar),56.0,0.0,True,Ostalo,2.0,False,True,Standardna gradnja,119000
6466,Banovo brdo,80.0,5.0,True,Centralno,4.0,False,True,Standardna gradnja,105000
6467,Severni bulevar,130.0,0.0,True,Ostalo,5.0,False,True,Standardna gradnja,145000
6468,Beograd na vodi,56.0,1.0,False,Centralno,2.0,True,True,Standardna gradnja,160888
6508,Beograd na vodi,54.0,23.0,False,Centralno,2.0,True,True,Standardna gradnja,179888
6509,Savski venac,95.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,211000
6510,Zeleni venac,54.0,2.0,True,Ostalo,3.0,False,True,Standardna gradnja,230000
6511,Lion,72.0,8.0,False,Centralno,3.0,False,True,Novogradnja,108000
6512,Beograd na vodi,54.0,6.0,False,Centralno,2.0,True,True,Standardna gradnja,159888
6513,Lion,180.0,4.0,True,Centralno,5.0,True,True,Standardna gradnja,290000
6514,Kluz,120.0,2.0,False,Ostalo,4.0,False,True,Standardna gradnja,135000
6515,Lipov lad,52.0,0.0,True,Ostalo,2.0,True,True,Novogradnja,74900
6516,Zemun (Centar),121.0,1.0,True,Ostalo,5.0,False,True,Standardna gradnja,135000
6517,Crveni krst,58.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,57000
6518,Beograd na vodi,54.0,18.0,False,Centralno,2.0,True,True,Standardna gradnja,180888
6519,Kalenić pijaca,237.0,5.0,True,Centralno,6.0,True,True,Novogradnja,560000
6520,Beograd na vodi,55.0,1.0,False,Centralno,2.0,True,True,Standardna gradnja,170888
6521,Beograd na vodi,55.0,14.0,False,Centralno,2.0,True,True,Standardna gradnja,172888
6522,Đeram pijaca,153.0,3.0,False,Centralno,4.0,False,True,Standardna gradnja,290000
6523,Lekino brdo,55.0,4.0,True,Ostalo,3.0,False,True,Standardna gradnja,83500
6524,Žarkovo,90.0,3.0,False,Centralno,4.0,False,True,Standardna gradnja,87000
6525,Vukov spomenik,55.0,0.0,True,Centralno,2.0,False,True,Standardna gradnja,120000
6526,Medaković III,135.0,2.0,True,Centralno,4.0,True,True,Standardna gradnja,105000
6527,Beograd na vodi,55.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,174888
6568,Jajinci,77.0,1.0,False,Ostalo,2.0,False,True,Novogradnja,95000
6569,Beograd na vodi,53.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,180888
6570,Beograd na vodi,53.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,178888
6571,Novi Beograd Blok 61,71.0,0.0,False,Centralno,3.0,False,True,Standardna gradnja,110000
6572,Vračar (Centar),51.0,2.0,False,Ostalo,2.0,False,True,Novogradnja,122000
6573,Beograd na vodi,54.0,18.0,False,Centralno,2.0,True,True,Standardna gradnja,170888
6574,Mirijevo I,63.0,1.0,True,Centralno,3.0,False,True,Standardna gradnja,80000
6575,Beograd na vodi,54.0,21.0,False,Centralno,2.0,True,True,Standardna gradnja,173888
6576,Učiteljsko naselje,45.0,0.0,False,Ostalo,1.0,False,False,Novogradnja,45000
6577,Cvetni trg,87.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,228000
6578,Resnik,52.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,56500
6579,Beograd na vodi,54.0,4.0,False,Centralno,2.0,True,True,Standardna gradnja,157888
6580,Poštanska štedionica,60.0,0.0,False,Ostalo,2.0,False,False,Standardna gradnja,108000
6581,Beograd na vodi,53.0,7.0,False,Centralno,2.0,True,True,Standardna gradnja,185888
6582,Mirijevo I,54.0,3.0,False,Ostalo,3.0,False,False,Novogradnja,55100
6583,Beograd na vodi,54.0,9.0,False,Centralno,2.0,True,True,Standardna gradnja,175888
6584,Bulbuder,90.0,0.0,True,Ostalo,3.0,False,False,Standardna gradnja,110000
6585,Beograd na vodi,54.0,5.0,False,Centralno,2.0,True,True,Standardna gradnja,158888
6586,Severni bulevar,40.0,0.0,True,Ostalo,2.0,False,True,Standardna gradnja,49900
6587,Novi Beograd Blok 8a (Paviljoni),54.0,0.0,True,Centralno,3.0,False,False,Standardna gradnja,102000
6627,Tašmajdan,50.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,108000
6628,Cerak,43.0,0.0,False,Ostalo,2.0,False,True,Standardna gradnja,42000
6629,Hadžipopovac,49.0,2.0,True,Centralno,2.0,True,False,Standardna gradnja,110000
6630,Crveni krst,50.0,1.0,True,Centralno,1.0,False,True,Novogradnja,94000
6631,Jajinci,53.0,1.0,True,Ostalo,4.0,False,False,Standardna gradnja,62000
6632,Autokomanda,50.0,3.0,True,Ostalo,2.0,True,False,Novogradnja,75000
6633,Lipov lad,88.0,3.0,False,Centralno,4.0,False,True,Novogradnja,242000
6634,Vračar (Centar),98.0,4.0,True,Ostalo,4.0,False,True,Standardna gradnja,180000
6635,Denkova bašta,51.0,0.0,True,Ostalo,2.0,False,True,Standardna gradnja,50000
6636,Voždovac,50.0,0.0,False,Ostalo,3.0,False,False,Novogradnja,120000
6637,Retenzija,51.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,103000
6638,Beograd na vodi,53.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,168888
6639,Novi Beograd Blok 29,122.0,4.0,True,Centralno,5.0,False,True,Novogradnja,300000
6640,Mirijevo I,90.0,4.0,True,Centralno,4.0,False,True,Standardna gradnja,90000
6641,Gradska bolnica,50.0,4.0,True,Ostalo,3.0,False,True,Novogradnja,115000
6642,Lipov lad,45.0,3.0,False,Centralno,2.0,False,True,Novogradnja,81000
6643,Novi Beograd Blok 34 (Studentski grad),49.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,75000
6644,Gornji Dorćol,52.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,104900
6645,Lipov lad,88.0,4.0,False,Centralno,4.0,False,True,Novogradnja,242000
6646,Beograd na vodi,53.0,2.0,False,Centralno,2.0,True,True,Standardna gradnja,178888
6686,Centar (uži),44.0,2.0,True,Ostalo,2.0,False,False,Standardna gradnja,134000
6687,Kalenić pijaca,46.0,0.0,True,"Ostalo, Centralno",2.0,False,False,Standardna gradnja,91900
6688,Tašmajdan,38.0,1.0,True,Centralno,2.0,True,False,Standardna gradnja,124000
6689,Lekino brdo,44.0,0.0,False,Ostalo,2.0,False,True,Novogradnja,63000
6690,Crveni krst,43.0,1.0,False,Ostalo,2.0,True,True,Novogradnja,108500
6691,Trošarina,44.0,4.0,False,Ostalo,2.0,False,True,Novogradnja,70000
6692,Stari Grad,43.0,13.0,False,Centralno,2.0,False,True,Standardna gradnja,112000
6693,Crveni krst,47.0,2.0,True,Ostalo,2.0,False,True,Novogradnja,118000
6694,Kalenić pijaca,42.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,130000
6695,Lion,43.0,3.0,True,Ostalo,2.0,False,False,Standardna gradnja,69500
6696,Gornji Dorćol,46.0,4.0,True,Centralno,2.0,False,True,Novogradnja,139000
6697,Višnjička banja,65.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,56500
6698,Mirijevo I,50.0,3.0,False,Ostalo,2.0,False,False,Novogradnja,51000
6699,Novi Beograd Blok 8a (Paviljoni),48.0,4.0,True,Centralno,2.0,False,True,Standardna gradnja,78900
6700,Gornji Dorćol,50.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,130000
6701,Mirijevo I,47.0,0.0,True,Ostalo,3.0,False,True,Novogradnja,62000
6702,Vukov spomenik,47.0,0.0,True,Centralno,3.0,False,True,Standardna gradnja,75000
6703,Centar (uži),45.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,115000
6704,Kanarevo brdo,110.0,4.0,False,Ostalo,4.0,False,False,Standardna gradnja,110000
6705,Centar (uži),45.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,75000
6742,Resnik,284.0,3.0,False,Etažno,2.0,True,True,Standardna gradnja,170000
6747,Crveni krst,35.0,1.0,False,Ostalo,2.0,True,True,Novogradnja,88500
6748,Medaković I,132.0,0.0,True,Ostalo,6.0,False,False,Novogradnja,200000
6749,Konjarnik,38.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,65000
6750,Novi Beograd Blok 19 (Sava Centar),36.0,5.0,True,Centralno,1.0,False,True,Standardna gradnja,79500
6751,Slavija,36.0,5.0,True,Ostalo,1.0,False,True,Standardna gradnja,85000
6752,Centar (uži),33.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,91000
6753,Voždovac,30.0,4.0,True,Ostalo,1.0,True,False,Novogradnja,68200
6754,Trošarina,38.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,71000
6755,Mirijevo I,41.0,5.0,True,Centralno,1.0,True,True,Standardna gradnja,52000
6756,Lekino brdo,62.0,0.0,False,Ostalo,3.0,False,False,Novogradnja,114000
6757,Miljakovac II,103.0,5.0,False,Centralno,4.0,False,True,Standardna gradnja,92500
6758,Centar (uži),37.0,5.0,True,Ostalo,3.0,False,False,Standardna gradnja,107000
6759,Zemun (Ćukovac),75.0,0.0,True,Ostalo,4.0,False,True,Standardna gradnja,110000
6760,Vračar (Centar),38.0,3.0,True,Centralno,2.0,False,True,Novogradnja,95000
6761,Palilula,39.0,8.0,True,Ostalo,1.0,False,True,Standardna gradnja,89000
6762,Rakovica,70.0,2.0,False,Centralno,3.0,False,True,Standardna gradnja,71000
6763,Resnik,41.0,2.0,True,Centralno,1.0,False,True,Standardna gradnja,46000
6764,Savski trg,62.0,5.0,True,Centralno,2.0,False,True,Standardna gradnja,120000
6765,Mirijevo I,36.0,0.0,True,Ostalo,2.0,False,True,Novogradnja,46000
6766,Dedinje (Beli dvor),42.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,79000
6809,Zvezdara,61.0,0.0,True,Centralno,1.0,False,True,Novogradnja,155000
6810,Đeram pijaca,84.0,1.0,True,Ostalo,4.0,True,True,Novogradnja,140000
6811,Kalenić pijaca,154.0,4.0,True,Centralno,5.0,False,True,Novogradnja,250000
6812,Zemun (Centar),49.0,2.0,True,Ostalo,2.0,True,True,Standardna gradnja,85000
6813,Medaković II,70.0,0.0,True,Centralno,3.0,False,True,Standardna gradnja,81000
6814,Banjica,80.0,8.0,True,Centralno,3.0,False,True,Standardna gradnja,115000
6815,Stari Grad,18.0,3.0,True,Ostalo,1.0,False,True,Standardna gradnja,55000
6816,Vračar (Hram),72.0,0.0,True,Centralno,3.0,False,True,Novogradnja,110000
6817,Đeram pijaca,26.0,0.0,True,Ostalo,1.0,False,False,Standardna gradnja,56000
6818,Vračar (Centar),25.0,5.0,True,Centralno,1.0,False,True,Standardna gradnja,68000
6819,Kalenić pijaca,122.0,3.0,True,Centralno,4.0,False,True,Standardna gradnja,290000
6820,Vračar (Hram),26.0,0.0,True,Ostalo,1.0,False,False,Standardna gradnja,60000
6821,Centar (uži),29.0,0.0,True,Centralno,1.0,False,False,Standardna gradnja,80000
6822,Centar (uži),28.0,3.0,True,Ostalo,1.0,False,False,Standardna gradnja,99000
6823,Voždovac,30.0,1.0,True,Ostalo,1.0,True,False,Novogradnja,68200
6824,Kalenić pijaca,153.0,5.0,True,Ostalo,7.0,True,False,Standardna gradnja,330000
6825,Savski venac,32.0,0.0,True,Ostalo,1.0,False,False,Standardna gradnja,60000
6826,Botanička bašta,34.0,4.0,True,Ostalo,1.0,False,False,Standardna gradnja,70000
6827,Stari Grad,32.0,4.0,True,Ostalo,2.0,False,False,Standardna gradnja,105000
6828,Stari Grad,30.0,10.0,True,Ostalo,1.0,False,False,Standardna gradnja,105000
6869,Botanička bašta,36.0,0.0,True,Ostalo,1.0,False,False,Standardna gradnja,75000
6883,Novi Beograd Blok 45 (TC Enjub),106.0,3.0,True,Centralno,4.0,True,True,Izvorno stanje,170000
6886,Zemun (Gornji grad),25.0,0.0,True,Centralno,1.0,True,False,Standardna gradnja,36500
6887,Palilula,30.0,0.0,False,Centralno,2.0,True,False,Standardna gradnja,69000
6888,Banovo brdo,20.0,0.0,False,Ostalo,1.0,False,False,Standardna gradnja,19000
6930,Novi Beograd Blok 67a,33.0,1.0,True,"Klima, Centralno",1.0,True,False,Novogradnja,106000
6934,Donji Dorćol,109.0,5.0,False,Centralno,4.0,False,False,Novogradnja,300000
6989,Crveni krst,35.0,0.0,True,Centralno,1.0,False,False,Standardna gradnja,70000
6990,Crveni krst,86.0,1.0,True,Centralno,3.0,True,True,Novogradnja,180000
7002,29. Novembra,73.0,1.0,True,Centralno,3.0,False,True,Standardna gradnja,193000
7003,Bežanijska kosa I,105.0,2.0,False,Centralno,4.0,True,True,Standardna gradnja,159000
7005,Južni bulevar,96.0,3.0,False,Ostalo,4.0,False,False,Novogradnja,221760
7050,Beograd na vodi,30.0,16.0,False,Centralno,1.0,True,True,Novogradnja,105000
7109,Beograd na vodi,55.0,16.0,False,Centralno,2.0,True,True,Novogradnja,172000
7110,Zvezdara,46.0,3.0,False,Ostalo,2.0,True,True,Novogradnja,42780
7111,Čubura,40.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,93000
7113,Cerak,83.0,1.0,True,Centralno,4.0,False,True,Standardna gradnja,125000
7114,Čukarica,83.0,1.0,True,Centralno,4.0,False,True,Standardna gradnja,125000
7120,Autokomanda,90.0,4.0,False,Centralno,4.0,True,True,Standardna gradnja,210000
7122,Crveni krst,81.0,3.0,False,Centralno,3.0,False,True,Novogradnja,185000
7123,Beograd na vodi,51.0,13.0,False,Centralno,2.0,True,True,U izgradnji,160000
7125,Andrićev venac,101.0,3.0,False,Centralno,4.0,False,True,Standardna gradnja,250000
7126,Beograd na vodi,121.0,17.0,False,Centralno,4.0,True,True,Novogradnja,342000
7169,Mirijevo III,60.0,8.0,True,Centralno,2.0,False,True,Standardna gradnja,82000
7170,Vukov spomenik,48.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,105600
7171,Pionirski park,77.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,230000
7172,Bežanijska kosa I,104.0,0.0,True,Centralno,3.0,False,True,Standardna gradnja,200000
7173,Bežanijska kosa III,104.0,0.0,True,Centralno,3.0,False,True,Standardna gradnja,200000
7174,Bežanijska kosa II,104.0,0.0,True,Centralno,3.0,False,True,Standardna gradnja,200000
7175,Čukarica,38.0,3.0,True,Ostalo,2.0,False,True,Novogradnja,62200
7176,Bele vode,38.0,3.0,True,Ostalo,2.0,False,True,Novogradnja,62200
7177,Vračar (Centar),119.0,3.0,True,Centralno,4.0,True,False,Standardna gradnja,420000
7178,Vračar (Centar),40.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,93000
7179,Centar (uži),119.0,3.0,True,Centralno,4.0,True,False,Standardna gradnja,420000
7180,Centar (uži),40.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,93000
7181,Čukarica,29.0,3.0,True,Ostalo,1.0,False,True,Novogradnja,46926
7182,Bele vode,29.0,3.0,True,Ostalo,1.0,False,True,Novogradnja,46926
7183,Veljko Vlahović,42.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,39900
7184,Voždovac,42.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,39900
7185,Stari Grad,77.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,230000
7186,Zvezdara,60.0,8.0,True,Centralno,2.0,False,True,Standardna gradnja,82000
7187,Centar (uži),77.0,1.0,True,Centralno,2.0,False,True,Standardna gradnja,230000
7188,Mirijevo II,60.0,8.0,True,Centralno,2.0,False,True,Standardna gradnja,82000
7229,Centar (uži),48.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,105600
7230,Centar (uži),83.0,3.0,True,Ostalo,3.0,False,True,Standardna gradnja,180000
7231,Zvezdara,83.0,3.0,True,Ostalo,3.0,False,True,Standardna gradnja,180000
7232,Bulevar Kr. Aleksandra,83.0,3.0,True,Ostalo,3.0,False,True,Standardna gradnja,180000
7233,Palilula,41.0,1.0,False,Centralno,1.0,False,True,Standardna gradnja,70000
7234,Bogoslovija,41.0,1.0,False,Centralno,1.0,False,True,Standardna gradnja,70000
7235,Stari Grad,78.0,3.0,True,Ostalo,3.0,False,True,Standardna gradnja,190000
7236,Centar (uži),78.0,3.0,True,Ostalo,3.0,False,True,Standardna gradnja,190000
7237,Novi Beograd,47.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,90500
7238,Novi Beograd Blok 38 (OŠ Ratko Mitrović),47.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,90500
7239,Novi Beograd Blok 33 (Genex kula),47.0,0.0,True,Centralno,2.0,False,False,Standardna gradnja,90500
7240,Vračar (Centar),66.0,1.0,True,Centralno,3.0,True,True,Standardna gradnja,184000
7241,Neimar,66.0,1.0,True,Centralno,3.0,True,True,Standardna gradnja,184000
7242,Centar (uži),21.0,0.0,True,Centralno,1.0,False,False,Standardna gradnja,35000
7243,Kalemegdan,21.0,0.0,True,Centralno,1.0,False,False,Standardna gradnja,35000
7244,Stari Grad,21.0,0.0,True,Centralno,1.0,False,False,Standardna gradnja,35000
7245,Čubura,119.0,3.0,True,Centralno,4.0,True,False,Standardna gradnja,420000
7247,Zvezdara,48.0,3.0,False,Centralno,2.0,False,True,Standardna gradnja,105600
7248,Centar (uži),66.0,1.0,True,Centralno,3.0,True,True,Standardna gradnja,184000
7289,Čukarica,34.0,1.0,True,Centralno,2.0,False,False,Standardna gradnja,48500
7290,Centar (uži),32.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,50000
7291,Stari Grad,36.0,2.0,True,Ostalo,1.0,False,False,Standardna gradnja,160000
7292,Centar (uži),36.0,2.0,True,Ostalo,1.0,False,False,Standardna gradnja,160000
7293,Kalemegdan,36.0,2.0,True,Ostalo,1.0,False,False,Standardna gradnja,160000
7294,Voždovac,61.0,6.0,False,Centralno,3.0,False,True,Standardna gradnja,160000
7295,Zvezdara,80.0,2.0,True,Ostalo,4.0,False,True,Standardna gradnja,125000
7296,Centar (uži),49.0,2.0,True,Centralno,2.0,False,False,Standardna gradnja,155000
7297,Zvezdara,32.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,50000
7298,Novi Beograd Blok 4 (Politehnička akademija),70.0,2.0,True,Centralno,3.0,False,True,Standardna gradnja,138500
7299,Savski trg,49.0,2.0,True,Centralno,2.0,False,False,Standardna gradnja,155000
7300,Savski venac,49.0,2.0,True,Centralno,2.0,False,False,Standardna gradnja,155000
7301,Farmaceutski fakultet,23.0,2.0,True,Ostalo,1.0,False,True,Standardna gradnja,42000
7302,Gornji Dorćol,78.0,3.0,True,Ostalo,3.0,False,True,Standardna gradnja,190000
7304,Novi Beograd,70.0,2.0,True,Centralno,3.0,False,True,Standardna gradnja,138500
7305,Novi Beograd Blok 3,70.0,2.0,True,Centralno,3.0,False,True,Standardna gradnja,138500
7306,Stari Grad,50.0,3.0,True,Centralno,2.0,False,True,Standardna gradnja,140000
7307,Centar (uži),50.0,3.0,True,Centralno,2.0,False,True,Standardna gradnja,140000
7308,Botanička bašta,50.0,3.0,True,Centralno,2.0,False,True,Standardna gradnja,140000
7349,Novi Beograd,63.0,4.0,False,Centralno,2.0,False,True,Standardna gradnja,112000
7350,Novi Beograd Blok 37,63.0,4.0,False,Centralno,2.0,False,True,Standardna gradnja,112000
7351,Zvezdara,32.0,0.0,True,Ostalo,2.0,False,False,Standardna gradnja,50000
7352,Novi Beograd,62.0,1.0,True,Centralno,3.0,True,True,Standardna gradnja,125000
7353,Novi Beograd Blok 63,62.0,1.0,True,Centralno,3.0,True,True,Standardna gradnja,125000
7354,Banovo brdo,59.0,4.0,True,Centralno,3.0,False,True,Standardna gradnja,99000
7355,Centar (uži),79.0,7.0,True,Centralno,3.0,False,True,Standardna gradnja,155000
7356,Botanička bašta,79.0,7.0,True,Centralno,3.0,False,True,Standardna gradnja,155000
7357,Bajlonijeva pijaca,79.0,7.0,True,Centralno,3.0,False,True,Standardna gradnja,155000
7358,Farmaceutski fakultet,50.0,1.0,True,Centralno,2.0,False,False,Standardna gradnja,85900
7359,Manjež,104.0,2.0,True,Centralno,4.0,False,True,Standardna gradnja,240000
7360,Voždovac,59.0,0.0,True,Centralno,3.0,True,True,Standardna gradnja,133000
